Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease, all ages†, Confirmed, Current week","Invasive Pneumococcal Disease, all ages†, Confirmed, Current week, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease, all ages†, Probable, Current week","Invasive Pneumococcal Disease, all ages†, Probable, Current week, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017, flag",Location 1,Location 2
NEW JERSEY,2018,3,4,,6,,25,,42,,,-,,-,0,,10,,1,,,-,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2018,3,50,,21,,63,,174,,113,,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2018,4,350,,327,,789,,1879,,1845,,4,,2,,12,,28,,13,,,
NEW ENGLAND,2018,4,3,,23,,55,,92,,132,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2018,4,64,,48,,113,,303,,246,,1,,1,,10,,9,,5,,,
NEW YORK CITY,2018,4,20,,12,,28,,98,,97,,,-,0,,2,,,-,,-,,
E.N. CENTRAL,2018,4,45,,63,,128,,330,,353,,,-,0,,2,,2,,2,,,
W.N. CENTRAL,2018,4,20,,22,,48,,132,,140,,3,,0,,4,,10,,4,,,
S. ATLANTIC,2018,4,54,,60,,113,,314,,362,,,-,0,,3,,2,,1,,,
E.S. CENTRAL,2018,4,44,,33,,75,,224,,223,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2018,4,70,,36,,261,,212,,132,,,-,0,,2,,,-,,-,,
MOUNTAIN,2018,4,48,,38,,78,,256,,242,,,-,0,,3,,5,,1,,,
PACIFIC,2018,4,2,,3,,12,,16,,15,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MISSISSIPPI,2018,4,,-,5,,14,,19,,26,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2018,4,,-,8,,34,,11,,99,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2018,4,16,,17,,39,,82,,115,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
C.N.M.I.,2018,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
VERMONT,2018,4,1,,1,,5,,8,,5,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WYOMING,2018,4,,-,0,,5,,3,,3,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
INDIANA,2018,4,,-,12,,31,,50,,51,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2018,4,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WISCONSIN,2018,4,4,,10,,17,,46,,76,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2018,4,33,,12,,53,,180,,93,,,-,0,,2,,5,,,-,"ARIZONA
(34.869712, -111.760902)",
NEW MEXICO,2018,4,11,,6,,18,,51,,39,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
IDAHO,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
COLORADO,2018,4,,-,11,,21,,,-,45,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
PENNSYLVANIA,2018,4,6,,11,,23,,61,,64,,1,,1,,4,,6,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2018,4,6,,6,,26,,60,,4,,,-,0,,10,,2,,2,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2018,4,14,,9,,24,,66,,60,,,-,0,,2,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2018,4,,-,2,,9,,8,,9,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2018,4,,-,2,,6,,9,,16,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NORTH CAROLINA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
VIRGINIA,2018,4,1,,0,,3,,2,,1,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
CALIFORNIA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
TENNESSEE,2018,4,21,,15,,38,,122,,118,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2018,4,,-,4,,14,,10,,29,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2018,4,,-,3,,19,,33,,25,,,-,0,,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2018,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
FLORIDA,2018,4,19,,12,,52,,116,,49,,,-,0,,2,,1,,1,,"FLORIDA
(28.915325, -81.922409)",
ALASKA,2018,4,,-,2,,7,,7,,9,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
IOWA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2018,4,15,,10,,30,,90,,79,,2,,0,,4,,9,,4,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2018,4,4,,1,,11,,13,,26,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2018,4,58,,27,,210,,139,,86,,,-,0,,2,,,-,,-,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2018,4,1,,1,,5,,2,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CONNECTICUT,2018,4,,-,4,,16,,1,,24,,,-,0,,2,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2018,4,32,,16,,78,,84,,81,,,-,0,,1,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
DIST. OF COL.,2018,4,,-,1,,4,,1,,8,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARKANSAS,2018,4,12,,6,,43,,40,,21,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2018,4,19,,7,,17,,43,,35,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2018,4,5,,3,,10,,24,,14,,1,,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
NEVADA,2018,4,,-,4,,16,,2,,30,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2018,4,,-,1,,4,,,-,9,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2018,4,40,,22,,63,,214,,146,,,-,0,,2,,,-,,-,"OHIO
(40.056807, -82.405897)",
DELAWARE,2018,4,,-,1,,5,,8,,9,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2018,4,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2018,4,4,,6,,16,,40,,44,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
PUERTO RICO,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2018,4,4,,4,,16,,28,,21,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2018,4,2,,1,,8,,9,,6,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MONTANA,2018,4,,-,2,,6,,7,,6,,,-,0,,1,,,-,1,,"MONTANA
(47.062617, -109.430168)",
MICHIGAN,2018,4,1,,14,,29,,20,,80,,,-,0,,2,,2,,2,,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2018,4,,-,11,,28,,54,,72,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2018,4,1,,2,,10,,18,,13,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2018,4,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
UNITED STATES,2018,5,275,,328,,816,,2339,,2280,,4,,2,,12,,39,,14,,,
NEW ENGLAND,2018,5,6,,22,,55,,120,,157,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2018,5,62,,49,,114,,374,,314,,,-,1,,10,,11,,6,,,
NEW YORK CITY,2018,5,26,,12,,29,,127,,115,,,-,0,,2,,,-,,-,,
E.N. CENTRAL,2018,5,42,,58,,132,,400,,422,,2,,0,,2,,6,,2,,,
ILLINOIS,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
W.N. CENTRAL,2018,5,19,,22,,48,,168,,174,,,-,0,,4,,11,,4,,,
S. ATLANTIC,2018,5,44,,60,,120,,386,,442,,,-,0,,3,,2,,1,,,
E.S. CENTRAL,2018,5,24,,33,,78,,278,,263,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2018,5,45,,38,,272,,287,,193,,,-,0,,2,,,-,,-,,
MOUNTAIN,2018,5,33,,43,,84,,310,,295,,2,,0,,3,,9,,1,,,
PACIFIC,2018,5,,-,3,,12,,16,,20,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEW JERSEY,2018,5,7,,6,,26,,68,,12,,,-,0,,10,,3,,2,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2018,5,19,,9,,24,,85,,69,,,-,0,,2,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
MISSISSIPPI,2018,5,,-,5,,14,,38,,29,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGIN ISL.,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH CAROLINA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2018,5,18,,16,,79,,102,,100,,,-,0,,1,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
NEBRASKA,2018,5,3,,3,,10,,29,,18,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2018,5,2,,2,,9,,13,,10,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2018,5,7,,6,,43,,47,,27,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2018,5,,-,1,,8,,9,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IDAHO,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2018,5,22,,15,,39,,153,,140,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
IOWA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
WYOMING,2018,5,,-,0,,5,,3,,3,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2018,5,,-,1,,5,,8,,10,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2018,5,2,,1,,5,,10,,8,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2018,5,14,,10,,30,,116,,90,,,-,0,,4,,10,,4,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2018,5,,-,1,,4,,,-,13,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2018,5,,-,1,,5,,3,,3,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2018,5,9,,6,,18,,62,,54,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2018,5,,-,4,,16,,40,,28,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2018,5,38,,27,,221,,207,,129,,,-,0,,2,,,-,,-,"TEXAS
(31.827233, -99.423022)",
GUAM,2018,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2018,5,,-,4,,16,,5,,35,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2018,5,11,,10,,23,,77,,87,,,-,1,,4,,7,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
COLORADO,2018,5,,-,11,,21,,,-,53,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2018,5,,-,11,,28,,54,,83,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2018,5,3,,2,,10,,22,,16,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
LOUISIANA,2018,5,,-,3,,19,,33,,37,,,-,0,,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
INDIANA,2018,5,,-,12,,34,,61,,70,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
KENTUCKY,2018,5,2,,7,,19,,44,,43,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2018,5,2,,5,,12,,28,,33,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2018,5,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2018,5,,-,2,,6,,14,,18,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2018,5,,-,7,,34,,11,,120,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
C.N.M.I.,2018,5,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
FLORIDA,2018,5,18,,13,,52,,134,,72,,,-,0,,2,,1,,1,,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2018,5,1,,2,,6,,8,,6,,,-,0,,1,,,-,1,,"MONTANA
(47.062617, -109.430168)",
ALASKA,2018,5,,-,2,,7,,7,,11,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2018,5,21,,12,,55,,204,,111,,2,,0,,2,,9,,,-,"ARIZONA
(34.869712, -111.760902)",
OHIO,2018,5,24,,22,,63,,238,,169,,2,,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2018,5,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
CONNECTICUT,2018,5,1,,4,,16,,17,,29,,,-,0,,2,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2018,5,,-,0,,3,,2,,2,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
DIST. OF COL.,2018,5,,-,1,,4,,1,,10,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
KANSAS,2018,5,,-,4,,14,,10,,43,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2018,5,18,,9,,18,,72,,87,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MICHIGAN,2018,5,,-,14,,29,,29,,96,,,-,0,,2,,4,,2,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2018,5,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
GEORGIA,2018,5,7,,18,,39,,105,,131,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2018,5,,-,6,,16,,43,,51,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2018,6,250,,329,,870,,2833,,2748,,6,,2,,12,,49,,14,,,
NEW ENGLAND,2018,6,4,,23,,57,,181,,190,,,-,0,,2,,,-,,-,,
MID. ATLANTIC,2018,6,34,,48,,114,,417,,368,,2,,1,,10,,16,,6,,,
NEW YORK CITY,2018,6,21,,12,,29,,149,,127,,,-,0,,2,,,-,,-,,
E.N. CENTRAL,2018,6,45,,58,,134,,491,,500,,3,,0,,2,,10,,2,,,
W.N. CENTRAL,2018,6,19,,22,,56,,221,,208,,1,,0,,4,,11,,4,,,
S. ATLANTIC,2018,6,30,,58,,120,,429,,542,,,-,0,,3,,2,,1,,,
E.S. CENTRAL,2018,6,17,,33,,78,,333,,303,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2018,6,75,,38,,290,,387,,252,,,-,0,,2,,1,,,-,,
MOUNTAIN,2018,6,26,,43,,97,,357,,357,,,-,0,,3,,9,,1,,,
PACIFIC,2018,6,,-,3,,12,,17,,28,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
COLORADO,2018,6,,-,11,,21,,,-,65,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
SOUTH DAKOTA,2018,6,1,,2,,9,,15,,16,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VERMONT,2018,6,,-,1,,5,,10,,8,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2018,6,,-,16,,79,,102,,125,,,-,0,,1,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2018,6,2,,4,,16,,43,,31,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2018,6,,-,3,,16,,6,,41,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2018,6,8,,10,,22,,88,,99,,2,,1,,4,,11,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARIZONA,2018,6,15,,12,,57,,227,,135,,,-,0,,2,,9,,,-,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2018,6,2,,1,,5,,13,,14,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2018,6,,-,11,,28,,86,,95,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSISSIPPI,2018,6,,-,5,,14,,47,,37,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2018,6,2,,2,,10,,25,,18,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2018,6,,-,0,,5,,5,,4,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NORTH CAROLINA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2018,6,,-,6,,34,,11,,150,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2018,6,5,,6,,26,,78,,17,,,-,0,,10,,4,,2,,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2018,6,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ALABAMA,2018,6,1,,6,,17,,56,,61,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
C.N.M.I.,2018,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
CONNECTICUT,2018,6,,-,5,,16,,40,,39,,,-,0,,2,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2018,6,6,,2,,7,,17,,6,,,-,0,,1,,,-,1,,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2018,6,7,,15,,39,,164,,155,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2018,6,,-,13,,52,,134,,90,,,-,0,,2,,1,,1,,"FLORIDA
(28.915325, -81.922409)",
DIST. OF COL.,2018,6,,-,1,,4,,1,,10,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW MEXICO,2018,6,3,,6,,19,,69,,65,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2018,6,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2018,6,11,,9,,24,,98,,81,,,-,0,,2,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2018,6,2,,3,,10,,31,,24,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
LOUISIANA,2018,6,,-,2,,19,,33,,46,,,-,0,,2,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2018,6,1,,4,,11,,25,,53,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
TEXAS,2018,6,62,,27,,238,,294,,167,,,-,0,,2,,1,,,-,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2018,6,,-,12,,36,,81,,88,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2018,6,,-,2,,6,,15,,24,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGIN ISL.,2018,6,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
DELAWARE,2018,6,,-,1,,5,,8,,13,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WISCONSIN,2018,6,6,,10,,21,,84,,100,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2018,6,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
OHIO,2018,6,39,,22,,63,,276,,190,,3,,0,,2,,5,,,-,"OHIO
(40.056807, -82.405897)",
VIRGINIA,2018,6,,-,0,,3,,2,,4,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2018,6,13,,6,,44,,60,,39,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2018,6,2,,1,,5,,5,,6,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2018,6,9,,7,,19,,66,,50,,,-,0,,1,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2018,6,13,,10,,32,,137,,101,,1,,0,,4,,10,,4,,"MISSOURI
(38.636168, -92.566292)",
HAWAII,2018,6,,-,1,,8,,9,,16,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALASKA,2018,6,,-,2,,7,,8,,12,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2018,6,17,,18,,39,,132,,163,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2018,6,,-,14,,29,,50,,122,,,-,0,,2,,5,,2,,"MICHIGAN
(44.66399, -84.711206)",
UTAH,2018,6,2,,5,,12,,33,,41,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
UNITED STATES,2018,7,286,,334,,901,,3414,,3227,,4,,3,,12,,60,,15,,,
NEW ENGLAND,2018,7,11,,23,,57,,215,,216,,,-,0,,2,,1,,,-,,
MID. ATLANTIC,2018,7,36,,48,,116,,488,,433,,1,,1,,10,,21,,6,,,
NEW YORK CITY,2018,7,,-,13,,29,,150,,149,,,-,0,,2,,,-,,-,,
E.N. CENTRAL,2018,7,36,,57,,140,,555,,576,,3,,0,,3,,13,,2,,,
W.N. CENTRAL,2018,7,8,,21,,57,,234,,256,,,-,0,,4,,12,,4,,,
S. ATLANTIC,2018,7,59,,57,,124,,538,,632,,,-,0,,3,,3,,1,,,
E.S. CENTRAL,2018,7,19,,33,,87,,400,,358,,,-,0,,1,,,-,,-,,
W.S. CENTRAL,2018,7,86,,38,,296,,567,,300,,,-,0,,2,,1,,1,,,
MOUNTAIN,2018,7,31,,41,,97,,398,,423,,,-,0,,3,,9,,1,,,
PACIFIC,2018,7,,-,3,,12,,19,,33,,,-,0,,0,,,-,,-,,
