Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, All ages, Confirmed, Current week","Invasive Pneumococcal Disease§, All ages, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, All ages, Probable, Current week","Invasive Pneumococcal Disease§, All ages, Probable, Current week, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016, flag",Location 1,Location 2
VIRGIN ISL.,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2017,15,36,,17,,53,,455,,429,,,-,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
WASHINGTON,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
CONNECTICUT,2017,15,,-,4,,17,,81,,88,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
FLORIDA,2017,15,7,,10,,59,,228,,295,,,-,0,,2,,3,,,-,"FLORIDA
(28.915325, -81.922409)",
IOWA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
DIST. OF COL.,2017,15,,-,1,,4,,2,,23,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW JERSEY,2017,15,3,,0,,8,,73,,3,,,-,0,,2,,5,,,-,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
UTAH,2017,15,,-,4,,9,,47,,101,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2017,15,,-,1,,11,,16,,17,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MARYLAND,2017,15,12,,8,,18,,182,,181,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2017,15,,-,5,,14,,99,,81,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2017,15,,-,17,,40,,294,,416,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
TEXAS,2017,15,19,,28,,161,,517,,645,,,-,0,,2,,4,,,-,"TEXAS
(31.827233, -99.423022)",
ALASKA,2017,15,1,,2,,6,,32,,39,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MAINE,2017,15,,-,2,,8,,41,,51,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
INDIANA,2017,15,,-,11,,33,,176,,279,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2017,15,1,,2,,7,,49,,52,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2017,15,2,,3,,10,,72,,81,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2017,15,,-,6,,25,,118,,135,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2017,15,18,,10,,27,,279,,389,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2017,15,2,,4,,17,,136,,101,,,-,0,,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2017,15,,-,1,,6,,34,,44,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH CAROLINA,2017,15,2,,11,,42,,334,,149,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2017,15,6,,16,,39,,274,,396,,1,,0,,4,,19,,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2017,15,12,,6,,24,,240,,60,,,-,0,,3,,13,,,-,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2017,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2017,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2017,15,1,,14,,28,,218,,335,,,-,0,,2,,2,,3,,"MICHIGAN
(44.66399, -84.711206)",
NEW MEXICO,2017,15,1,,5,,13,,113,,142,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2017,15,1,,5,,15,,103,,155,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2017,15,19,,16,,38,,357,,330,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2017,15,,-,1,,7,,22,,36,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
MISSISSIPPI,2017,15,,-,4,,11,,72,,106,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2017,15,,-,1,,5,,12,,32,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NORTH DAKOTA,2017,15,2,,2,,5,,27,,24,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
COLORADO,2017,15,13,,9,,19,,183,,203,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2017,15,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2017,15,1,,1,,7,,41,,32,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2017,15,,-,7,,22,,170,,173,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2017,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
UNITED STATES,2017,16,221,,287,,651,,6524,,6530,,1,,1,,10,,50,,10,,,
NEW ENGLAND,2017,16,23,,23,,49,,487,,462,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,16,47,,41,,89,,841,,866,,,-,0,,8,,19,,4,,,
NEW YORK CITY,2017,16,11,,12,,29,,274,,271,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,16,41,,39,,105,,1093,,828,,,-,0,,2,,4,,3,,,
W.N. CENTRAL,2017,16,15,,17,,46,,519,,319,,1,,0,,3,,16,,1,,,
S. ATLANTIC,2017,16,17,,53,,114,,1201,,1280,,,-,0,,3,,4,,1,,,
E.S. CENTRAL,2017,16,22,,33,,69,,729,,711,,,-,0,,1,,1,,,-,,
W.S. CENTRAL,2017,16,28,,36,,210,,795,,948,,,-,0,,2,,4,,,-,,
MOUNTAIN,2017,16,26,,35,,68,,781,,1040,,,-,0,,1,,2,,1,,,
PACIFIC,2017,16,2,,4,,11,,78,,76,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NEVADA,2017,16,,-,3,,16,,96,,104,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
OREGON,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2017,16,19,,11,,28,,279,,211,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PENNSYLVANIA,2017,16,3,,9,,20,,173,,253,,,-,0,,4,,12,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2017,16,,-,4,,17,,92,,93,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2017,19,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
INDIANA,2017,16,,-,11,,33,,176,,288,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ALASKA,2017,16,2,,2,,6,,34,,43,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2017,16,6,,0,,8,,82,,3,,,-,0,,2,,5,,,-,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
GEORGIA,2017,16,,-,16,,40,,294,,433,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OHIO,2017,16,35,,0,,53,,490,,,-,,-,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
KANSAS,2017,16,,-,5,,14,,108,,89,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
MISSOURI,2017,16,11,,7,,24,,259,,65,,1,,0,,3,,13,,,-,"MISSOURI
(38.636168, -92.566292)",
MONTANA,2017,16,2,,1,,7,,26,,38,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2017,16,19,,27,,169,,556,,679,,,-,0,,2,,4,,,-,"TEXAS
(31.827233, -99.423022)",
COLORADO,2017,16,13,,9,,19,,196,,212,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2017,16,9,,4,,17,,151,,107,,,-,0,,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2017,16,27,,17,,58,,312,,339,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
WISCONSIN,2017,16,4,,7,,22,,185,,187,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WYOMING,2017,16,,-,0,,3,,4,,17,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VERMONT,2017,16,2,,1,,5,,15,,35,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
VIRGIN ISL.,2017,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MISSISSIPPI,2017,16,,-,4,,11,,78,,110,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2017,16,3,,2,,7,,52,,57,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
RHODE ISLAND,2017,16,,-,1,,11,,16,,20,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IDAHO,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2017,16,,-,2,,5,,27,,25,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2017,16,9,,10,,27,,288,,413,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2017,16,5,,5,,13,,108,,159,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2017,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARKANSAS,2017,16,4,,5,,31,,131,,110,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
DELAWARE,2017,16,,-,1,,6,,33,,27,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
HAWAII,2017,16,,-,2,,8,,44,,33,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
DIST. OF COL.,2017,16,,-,1,,4,,2,,25,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ALABAMA,2017,16,,-,6,,25,,128,,140,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2017,16,,-,1,,6,,36,,46,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
FLORIDA,2017,16,8,,10,,23,,236,,312,,,-,0,,2,,3,,,-,"FLORIDA
(28.915325, -81.922409)",
UTAH,2017,16,,-,4,,9,,51,,107,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MICHIGAN,2017,16,2,,14,,28,,242,,353,,,-,0,,2,,2,,3,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2017,16,8,,8,,18,,190,,193,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
TENNESSEE,2017,16,13,,16,,38,,372,,354,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2017,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
MAINE,2017,16,2,,2,,8,,49,,57,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2017,16,2,,5,,13,,120,,149,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
PUERTO RICO,2017,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2017,16,1,,4,,14,,97,,120,,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2017,16,,-,0,,2,,7,,11,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2017,16,1,,3,,10,,73,,83,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2017,16,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
C.N.M.I.,2017,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH CAROLINA,2017,16,,-,11,,42,,342,,159,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
UNITED STATES,2017,17,208,,297,,692,,6875,,7401,,1,,1,,10,,51,,10,,,
NEW ENGLAND,2017,17,1,,13,,49,,507,,273,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,17,46,,49,,114,,899,,1151,,,-,0,,8,,19,,4,,,
NEW YORK CITY,2017,17,11,,12,,29,,286,,282,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,17,34,,55,,105,,1159,,1380,,,-,0,,2,,4,,4,,,
W.N. CENTRAL,2017,17,8,,17,,46,,546,,342,,1,,0,,3,,16,,1,,,
S. ATLANTIC,2017,17,35,,53,,116,,1263,,1352,,,-,0,,3,,4,,,-,,
E.S. CENTRAL,2017,17,8,,33,,69,,748,,745,,,-,0,,1,,1,,,-,,
W.S. CENTRAL,2017,17,36,,36,,210,,837,,996,,,-,0,,2,,4,,,-,,
MOUNTAIN,2017,17,38,,35,,68,,835,,1082,,,-,0,,1,,3,,1,,,
PACIFIC,2017,17,2,,4,,11,,81,,80,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
IDAHO,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
SOUTH DAKOTA,2017,17,3,,2,,7,,55,,62,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
VIRGIN ISL.,2017,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARIZONA,2017,17,16,,9,,27,,303,,423,,,-,0,,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
GUAM,2017,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2017,17,1,,4,,10,,54,,111,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2017,17,,-,1,,6,,38,,48,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MONTANA,2017,17,2,,2,,7,,28,,40,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2017,17,3,,7,,24,,266,,70,,1,,0,,3,,13,,,-,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2017,17,,-,1,,6,,33,,28,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2017,17,1,,5,,13,,109,,167,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2017,17,2,,3,,10,,75,,87,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2017,17,,-,11,,33,,187,,299,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2017,17,22,,9,,23,,258,,322,,,-,0,,2,,3,,,-,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2017,17,,-,0,,3,,4,,18,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
ILLINOIS,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
MISSISSIPPI,2017,17,,-,4,,11,,80,,113,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2017,17,,-,3,,16,,106,,108,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2017,17,,-,1,,11,,21,,27,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2017,17,4,,5,,13,,129,,154,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2017,17,,-,5,,14,,120,,95,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
OREGON,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2017,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2017,17,,-,2,,5,,30,,28,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2017,17,7,,16,,38,,382,,367,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2017,17,,-,0,,28,,279,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
HAWAII,2017,17,,-,2,,8,,44,,36,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2017,17,25,,17,,58,,343,,360,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ALABAMA,2017,17,,-,6,,25,,134,,148,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NORTH CAROLINA,2017,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2017,17,3,,15,,28,,260,,401,,,-,0,,2,,2,,4,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2017,17,24,,17,,53,,514,,481,,,-,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
MARYLAND,2017,17,4,,8,,18,,191,,202,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
VIRGINIA,2017,17,,-,0,,2,,7,,12,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2017,17,25,,26,,169,,587,,714,,,-,0,,2,,4,,,-,"TEXAS
(31.827233, -99.423022)",
C.N.M.I.,2017,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH CAROLINA,2017,17,6,,11,,42,,353,,170,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2017,17,7,,8,,20,,183,,262,,,-,0,,4,,12,,4,,"PENNSYLVANIA
(40.789676, -77.858055)",
ARKANSAS,2017,17,10,,4,,31,,141,,115,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2017,17,2,,2,,6,,37,,44,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MAINE,2017,17,,-,2,,8,,52,,59,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2017,17,1,,4,,17,,102,,101,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2017,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VERMONT,2017,17,,-,1,,5,,15,,38,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
DIST. OF COL.,2017,17,,-,1,,4,,2,,26,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GEORGIA,2017,17,2,,17,,41,,320,,457,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2017,17,7,,7,,22,,198,,199,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2017,17,3,,7,,22,,87,,247,,,-,0,,2,,5,,,-,"NEW JERSEY
(40.104655, -74.386686)",
COLORADO,2017,17,15,,10,,19,,211,,228,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2017,17,1,,4,,17,,152,,117,,,-,0,,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2017,17,1,,4,,14,,99,,135,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2017,18,175,,299,,711,,7198,,7752,,1,,1,,10,,52,,12,,,
NEW ENGLAND,2017,18,12,,13,,50,,547,,286,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2017,18,28,,50,,114,,947,,1212,,,-,0,,8,,19,,4,,,
NEW YORK CITY,2017,18,9,,12,,29,,295,,292,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,18,28,,55,,105,,1198,,1461,,,-,0,,2,,4,,5,,,
W.N. CENTRAL,2017,18,13,,17,,46,,569,,366,,1,,0,,3,,17,,2,,,
S. ATLANTIC,2017,18,30,,51,,116,,1325,,1400,,,-,0,,3,,4,,,-,,
E.S. CENTRAL,2017,18,14,,31,,70,,782,,784,,,-,0,,1,,1,,,-,,
W.S. CENTRAL,2017,18,22,,36,,210,,870,,1035,,,-,0,,2,,4,,,-,,
MOUNTAIN,2017,18,28,,35,,68,,879,,1121,,,-,0,,1,,3,,1,,,
RHODE ISLAND,2017,18,,-,1,,11,,21,,27,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PACIFIC,2017,18,,-,4,,11,,81,,87,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,18,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
DELAWARE,2017,18,,-,1,,6,,34,,33,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
UTAH,2017,18,2,,3,,10,,60,,116,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MINNESOTA,2017,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ALABAMA,2017,18,,-,6,,25,,134,,158,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MONTANA,2017,18,2,,2,,7,,31,,42,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2017,18,7,,7,,22,,207,,214,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2017,18,12,,9,,27,,318,,429,,,-,0,,1,,1,,,-,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2017,18,8,,15,,39,,352,,467,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2017,18,,-,4,,17,,103,,104,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2017,18,,-,2,,6,,37,,49,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2017,18,10,,8,,18,,207,,210,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
NORTH CAROLINA,2017,18,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2017,18,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
TEXAS,2017,18,18,,27,,169,,616,,745,,,-,0,,2,,4,,,-,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2017,18,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
KENTUCKY,2017,18,4,,4,,17,,164,,124,,,-,0,,1,,1,,,-,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2017,18,8,,9,,23,,263,,333,,,-,0,,2,,3,,,-,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2017,18,4,,1,,5,,20,,42,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
